area,tecnologia,defecto,causa,division,proyecto,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD ABIERTA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAÑO POR FIXTURA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GOLDEN OBSOLETA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KIT INCOMPLETO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN EVIDENCIA DE PIN,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CORRUPTA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,DAÑO POR FIXTURA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,EXCESO DE PRUEBAS,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,GOLDEN OBSOLETA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PROGRAMACION INCORRECTA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PRUEBA DE INGENIERIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN EVIDENCIA DE PIN,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN INTERLOCKING,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CORRUPTA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,OBSOLESCENCIA,MATERIAL OSBOLETO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PASS-COUNT,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,FALLA DE ICT,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,GOLDEN OBSOLETA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,MAL FLUJO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,PRUEBAS DE INGENIERIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SET UP,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SIN INTERLOCKING,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),FALTA DE PIN,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN CON REBABA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN DOBLADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN ELEVADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN MAL COLOCADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,GOLDEN OBSOLETA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,SET UP,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD ABIERTA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAÑO POR FIXTURA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GOLDEN OBSOLETA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KIT INCOMPLETO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN EVIDENCIA DE PIN,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CORRUPTA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,DAÑO POR FIXTURA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,EXCESO DE PRUEBAS,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,GOLDEN OBSOLETA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PROGRAMACION INCORRECTA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PRUEBA DE INGENIERIA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN EVIDENCIA DE PIN,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN INTERLOCKING,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CORRUPTA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD MAL COLOCADA EN FIXTURA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,OBSOLESCENCIA,MATERIAL OSBOLETO,MAQUINA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PASS-COUNT,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,FALLA DE ICT,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,GOLDEN OBSOLETA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,MAL FLUJO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SET UP,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SIN INTERLOCKING,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MAL COLOCADA EN FIXTURA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),FALTA DE PIN,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN CON REBABA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN DOBLADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN ELEVADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN MAL COLOCADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
